Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
reg,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4%,11.35,197.0742,5
reg,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,13%,12.15,190.6872,5
reg,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12%,6.385,34.3874,5
LF,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,7.27,114.4518,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,9.8,99.4016,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,14.3,77.2328,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,10%,15.1,159.9604,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,18.85,131.5284,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,20.35,234.2616,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,4.785,121.0098,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,15%,7,108.228,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,7.655,114.1492,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,7.96,163.2894,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,18.85,257.833,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,17%,20.7,184.4266,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,14.3,86.0224,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,20.5,72.9696,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,8.185,115.8808,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,12.6,109.9228,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,10.5,157.0946,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,5.32,100.6674,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,12.35,36.3216,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,14.5,159.4604,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,18.85,130.2626,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,9.6,42.6086,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,15.1,140.2496,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,15.2,108.1912,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0%,18.75,213.3218,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,18%,19.1,172.3422,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,16.35,106.128,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,8.395,97.9042,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,9.195,181.2634,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,20.35,119.5466,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,21,194.4478,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,16%,9.395,226.172,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,15.7,182.4634,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,12%,6.715,43.7454,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,10.3,170.9422,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,11.65,171.1422,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,8.71,183.3924,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,15.7,113.7202,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,19.75,181.566,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,15.7,60.2536,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,20.2,127.4678,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,5.63,106.1306,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,9.5,195.4452,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,15.7,207.898,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,5.34,102.4358,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,15.6,173.2764,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,22%,11.65,153.0024,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,3%,5.48,83.325,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,4%,10.895,107.228,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,18%,9.8,177.937,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,11%,16.35,198.2426,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,12%,8.01,36.6532,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,20%,10.3,156.463,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,3%,14.8,193.5794,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,20%,8.39,162.8868,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,21%,17,125.1362,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,14%,14.8,190.8846,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,6%,15.6,125.7704,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,2%,17.6,163.4552,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,18%,17.6,163.6868,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,11%,12.65,159.9578,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,5%,13.85,142.5154,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,2%,18.7,52.9324,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,19%,5.425,87.0514,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,21%,14.5,102.7332,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,19%,12.8,138.7838,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,8%,18.5,145.8102,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,14%,15.5,48.4692,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,27%,16.85,194.1478,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,24%,18,88.2514,5
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,8%,5.765,36.7164,5
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,2%,13.15,86.3566,5
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,3%,8.93,153.434,5
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,14%,10.895,264.5568,5
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,9%,15.25,213.7192,5
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,12%,18,118.3124,5
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,6%,10.695,61.2536,5
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,7%,16.7,109.8912,5
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,2%,20.85,104.9306,5
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,4%,18.35,188.1872,5
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,12%,8.39,163.4868,5
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,5%,8.51,142.247,5
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,5%,12.3,188.753,5
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,16%,15.7,59.2562,5
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2%,16.35,97.441,5
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,6%,6.865,214.5218,5
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,3%,12.85,170.6422,5
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,12%,11.8,198.2084,5
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,5%,15.5,44.477,5
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,1%,13.8,89.9172,5
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,3%,17.35,86.1856,5
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,4%,19.6,46.0376,5
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,8%,20.75,180.3318,5
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0%,10.3,115.0176,5
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,15%,12.85,252.3382,5
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4%,14.6,109.8254,5
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4%,14.85,159.5578,5
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,2%,20.1,225.9036,5
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1%,9.6,187.1872,5
reg,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,6%,16.7,60.9562,5
reg,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1%,19.2,226.9062,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10%,15.1,157.3604,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,12.15,163.6184,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,6.425,132.8626,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,15%,13,77.9986,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,15.6,242.9854,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,19.1,40.3138,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,10,140.618,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,18.6,244.0802,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,18.2,147.3734,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,20.5,121.2756,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,18.25,174.208,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,7.27,100.4384,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,8.76,127.3336,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,10.6,87.0224,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,9%,5.825,160.7894,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,11%,8.275,103.3306,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,8%,12.3,247.146,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,16.35,128.402,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,20.25,148.0418,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,12%,12.65,108.2938,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,18.5,88.9172,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,18.85,58.5562,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,9.06,211.856,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,6.865,212.0218,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7%,9.5,253.3724,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,10%,10,113.3544,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7%,14.1,200.4084,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,15.85,55.8956,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,16,139.9496,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,16%,21.25,177.337,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,7.97,172.0422,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,12.65,159.6578,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,11%,12.8,142.2838,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,9.695,175.137,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,13,59.322,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,14.5,41.0454,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,16%,15,182.5266,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,18%,18.25,110.157,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,6.115,91.0488,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,9.8,116.7492,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,20.35,234.4958,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,6.785,44.0112,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,14.85,155.763,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,16.7,146.6102,5
Low Fat,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,139.2496,5
Low Fat,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,56.2246,5
Low Fat,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,96.7384,5
Low Fat,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,5%,,59.5904,5
Low Fat,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,148.9392,5
Low Fat,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,10%,,125.5678,5
Low Fat,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,231.9642,5
Low Fat,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,124.973,5
Low Fat,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,180.766,5
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,6%,,110.4544,5
Low Fat,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,53.4956,5
Low Fat,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,13%,,178.237,5
Low Fat,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,94.0462,5
Low Fat,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,245.646,5
Low Fat,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,39.2796,5
Low Fat,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,145.6418,5
Low Fat,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,166.5474,5
Low Fat,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,12%,,55.2588,5
Low Fat,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,14%,,154.7998,5
Low Fat,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,10%,,194.4452,5
Low Fat,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,211.6902,5
Low Fat,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,5%,,44.377,5
Regular,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,165.5868,5
Regular,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,122.4098,5
Regular,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,14%,,94.312,5
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,16%,,169.3474,5
Regular,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,10%,,91.312,5
Regular,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,16%,,185.2266,5
Regular,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,97.5726,5
Regular,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,229.7984,5
Regular,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,14%,,172.108,5
Regular,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,109.957,5
Regular,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,17%,,148.4708,5
Regular,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,167.0842,5
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,9,54.3614,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,21.2,173.5738,4.9
Low Fat,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,1%,,102.5016,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,7%,19.7,177.537,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,7.855,38.3848,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,11.35,171.179,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,12.85,252.3382,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,3%,16.1,256.1356,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,6.65,147.7734,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,5%,5.175,33.6874,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1%,11.8,176.8344,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,8.51,192.1478,4.9
reg,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,6.71,65.0142,4.9
Low Fat,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,194.7452,4.9
Low Fat,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,175.4028,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12%,8.31,179.1028,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,6%,18.5,132.1284,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,13%,13.65,260.0936,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,8%,12.65,192.1846,4.8
Regular,FDY56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,16.35,225.9062,4.8
Regular,FDR36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,12%,6.715,40.2454,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,16%,16.5,143.8128,4.8
Low Fat,FDD36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,117.6124,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0%,11.5,128.4652,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,12.85,196.5768,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,12%,6.235,263.291,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,4.59,111.686,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,6%,7.63,92.5436,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,1%,11.35,167.879,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9%,11.8,126.0704,4.8
LF,FDH41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,14%,,213.5534,4.8
Low Fat,FDQ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,6%,,230.001,4.8
Low Fat,FDZ27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0%,,51.235,4.8
Low Fat,FDI22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,17%,,211.0612,4.8
Regular,FDW02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,7%,,126.2704,4.8
Regular,FDR15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,6%,,155.8314,4.8
Regular,FDN34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,8%,,168.7132,4.8
Low Fat,NCV41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,2%,14.35,112.5228,4.8
Low Fat,NCM19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,12.65,112.5202,4.8
Regular,FDP31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,16%,21.1,65.0168,4.8
Regular,FDQ45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,9.5,185.3608,4.8
Regular,FDO21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,11.6,226.2404,4.8
Low Fat,FDQ24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7%,15.7,253.4724,4.8
Low Fat,FDD14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,17%,20.7,182.6266,4.8
Low Fat,NCC54,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,10%,17.75,242.1196,4.8
Low Fat,FDZ40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,4%,8.935,52.9298,4.8
Low Fat,NCM07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,4%,9.395,85.6908,4.8
Low Fat,NCP50,Others,2020,OUT017,Tier 2,High,Supermarket Type1,2%,17.35,80.6618,4.8
Low Fat,NCJ31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,18%,19.2,241.8196,4.8
Low Fat,FDF46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9%,7.07,115.8834,4.8
Regular,FDJ36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,13%,14.5,101.4332,4.8
Regular,FDZ13,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,15%,7.84,51.335,4.8
Regular,FDZ32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,4%,7.785,103.8964,4.8
Regular,FDY40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9%,15.5,48.1692,4.8
LF,NCM06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,7.475,156.4656,4.8
Low Fat,FDK24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,10%,9.195,46.4744,4.8
Low Fat,NCL05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,19.6,42.277,4.8
Low Fat,NCA29,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,10.5,171.6106,4.8
Low Fat,NCP30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,20.5,40.0822,4.8
LF,FDX58,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,7%,13.15,181.695,4.8
Low Fat,FDW24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,6%,6.8,50.4034,4.8
Low Fat,FDH48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,10%,13.5,86.254,4.8
Low Fat,FDF20,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,6%,12.85,195.6768,4.8
